id_game,pemenang,strategi_pembuka
YRFhcRdc,black,Sicilian Defense
5LDkduNc,black,Sicilian Defense
VbSxdjmh,white,Italian Game
CIWHv7fy,black,Sicilian Defense
KgGwoFhE,black,Sicilian Defense
sU85LAWa,white,Sicilian Defense
h4C0Ywpo,white,Sicilian Defense
eUGHGWVy,white,Sicilian Defense
nVUXuZ9g,white,Italian Game
eK91Ivjo,white,Sicilian Defense
OYjoTWru,black,French Defense
f8BOzWo0,white,Sicilian Defense
bhWTgUrQ,white,Sicilian Defense
myu6ItXv,white,French Defense
sBdOiQCw,black,Sicilian Defense
9gUNEtg0,white,Italian Game
20OmhieD,white,Italian Game
R1K9ltRP,white,French Defense
QoOsVKfY,white,Italian Game
fW3rGkge,black,Sicilian Defense
VFpK0teP,white,Italian Game
hq5NGecy,black,Sicilian Defense
TJbyIp9Y,black,French Defense
PGXoUJh7,black,French Defense
Q0TUIkSp,black,French Defense
gxtaeLqK,white,French Defense
61bbuQuT,white,Sicilian Defense
ng6pCmqW,white,French Defense
T6AVNA8P,white,Sicilian Defense
8WxfSxC9,white,Sicilian Defense
P2VFYPEU,black,Sicilian Defense
xswl2Zr5,black,Italian Game
7vtUZYjH,black,Italian Game
IKikpvW0,white,French Defense
edBe6w4s,white,French Defense
7QGbcCNT,white,Sicilian Defense
gLzBqpei,black,Sicilian Defense
cszIzDWN,black,Sicilian Defense
icpFqsje,black,Sicilian Defense
j5zxiG6A,white,Sicilian Defense
HCEVIEL4,white,Italian Game
scMhV0gT,black,Sicilian Defense
gDfziPXP,black,Sicilian Defense
K7BxhB78,black,Sicilian Defense
hCMNTuhK,white,Sicilian Defense
pwzvmaxW,white,Italian Game
GdsL7EpR,white,Sicilian Defense
u3jhun2i,black,Sicilian Defense
4BDlTx2z,black,Sicilian Defense
aAvOTNHx,black,Sicilian Defense
bHbMzeDL,white,Sicilian Defense
iDgwCcf6,black,Sicilian Defense
52H6J8dA,white,Sicilian Defense
1rSYShf5,white,Sicilian Defense
ofFR6nsl,black,Sicilian Defense
KYjtOele,black,Sicilian Defense
rPFpCwRU,white,Sicilian Defense
eUvDdnRT,black,Sicilian Defense
Mr6issxD,black,Sicilian Defense
Gu0kgdQ6,black,Sicilian Defense
6Mge5bg1,white,Italian Game
dCjf66Ah,white,Sicilian Defense
uaFTrZr9,white,French Defense
Etv6kmdI,black,French Defense
uNDYk16C,black,French Defense
ioTxTKNr,white,French Defense
sCmRglMC,black,French Defense
GrKNx1yj,black,French Defense
eYDMBZn3,white,French Defense
URVQRHUl,white,French Defense
bBGFG7ta,white,French Defense
G3x5vSEB,white,French Defense
QMDrp9lk,white,Italian Game
zqnP7qXP,white,Sicilian Defense
HTAgSelk,black,French Defense
THklJ9YD,black,French Defense
uO60TNgB,black,French Defense
3vnaUxiJ,white,French Defense
0zeYTuO2,white,French Defense
CTMOvDoU,black,French Defense
PFDIc5lw,white,French Defense
eO7GQDlB,white,French Defense
OjOGzOkc,black,French Defense
pBJ0u29B,black,French Defense
hMYWtwvm,white,French Defense
pGZKY8L9,black,French Defense
SihLByhR,black,Italian Game
GplC7Hxd,white,Sicilian Defense
KWStdWd8,black,Sicilian Defense
ub5F4szi,black,Italian Game
QcKZf8cx,white,Italian Game
sCtLen8L,white,Italian Game
Ntowqn1D,white,Sicilian Defense
yDQ8fTMA,white,Italian Game
Kx2ojQYq,white,Sicilian Defense
mdZJIvl3,white,Sicilian Defense
1sXEkQzf,white,Sicilian Defense
2cVwyZDB,white,Italian Game
0vmZFd3P,black,Italian Game
SqRBTbsG,black,French Defense
dAQs69rc,white,French Defense
AWwQnKdf,white,Sicilian Defense
Z3j8azAy,white,Sicilian Defense
yRIfrKfX,white,Sicilian Defense
MktSq6p4,white,Sicilian Defense
V1eUhsCB,black,Sicilian Defense
QWj75Sf1,black,Sicilian Defense
4KtpTmJC,black,Sicilian Defense
cGUFYqYk,white,French Defense
qN04st5F,black,French Defense
oHowJ99E,black,Sicilian Defense
FHLXje9J,black,French Defense
NN5JAMwL,white,Sicilian Defense
BLIby90U,white,French Defense
HGzwmLZv,black,French Defense
IIl3z8Tu,black,Sicilian Defense
Qzv2avG2,black,Sicilian Defense
c6r7AZ8b,black,French Defense
Xizn8nBg,black,Sicilian Defense
9xvH20FX,black,French Defense
v8MLc6aP,black,French Defense
1KYmTnL7,black,Italian Game
AE1cX4kV,white,French Defense
7pB1SXRX,white,French Defense
5LYlzYbW,black,Italian Game
x5jjWxfT,black,Italian Game
Havt0jol,white,French Defense
JfwrL3n3,white,Italian Game
68ib6PlO,black,Italian Game
7jcsBPIz,white,French Defense
I8EhTdwW,black,French Defense
8OjqzAvS,black,French Defense
Wue3sNJ6,white,French Defense
J5Brr9IW,white,Italian Game
elSayd2O,white,French Defense
2eucXu3Z,white,Italian Game
mIgk76VO,white,French Defense
qpyvGFGT,black,Sicilian Defense
33Sqdi7o,black,Italian Game
UQwCoNx3,white,Italian Game
8AL2nziL,white,French Defense
ePu1I2sM,black,French Defense
iC1RILhE,black,French Defense
1ygWggQx,black,Sicilian Defense
wbEXPZiE,black,French Defense
Pqxcvgcq,white,French Defense
PxVQBCPK,black,French Defense
8IKQrxIj,white,French Defense
v1JlTdDS,white,Sicilian Defense
LtJ9qUuK,white,French Defense
da4UFGld,white,French Defense
ZKpwxCUn,white,French Defense
U9w1yJL6,black,French Defense
r6xBFiFF,black,Italian Game
DhOjDt0U,white,Italian Game
Ln5MWFlF,white,Sicilian Defense
zTRG9bj0,white,Sicilian Defense
XfTKR1Qb,black,Sicilian Defense
Idx6znmf,white,Sicilian Defense
BH36Imvu,black,Sicilian Defense
89jYGvyO,white,Italian Game
zt9p4fBy,black,Sicilian Defense
ADztkaw9,white,Italian Game
Bxl0lnlm,black,Italian Game
5rq70xXV,black,French Defense
nCkVsErj,black,Sicilian Defense
3rh8RLuz,white,Italian Game
Gx907v0A,black,French Defense
HQ0FRtyE,white,Italian Game
FJOfPu6N,black,Sicilian Defense
mgMul2Qc,white,Italian Game
0kgMk5Iz,black,Sicilian Defense
R7DYNw9D,white,Sicilian Defense
WP0zj4Ah,black,Sicilian Defense
Gzfj7Jf5,white,Italian Game
BtE0NaoU,black,Sicilian Defense
PYA4Z5Rq,white,French Defense
XfBrkdkf,black,French Defense
Fcx1lCPk,white,French Defense
oMfThc50,white,French Defense
MdL08Z7Y,white,French Defense
IOkY7c2F,white,French Defense
CbpgwOvy,white,French Defense
BzlvqbzW,black,French Defense
1EJx9nca,black,French Defense
EN1bBXAW,white,Italian Game
a1x9cjQ8,black,Italian Game
0B7q1vLU,black,French Defense
VmVCaHtC,black,Italian Game
ZfLeBD0E,black,Sicilian Defense
XCFkBsX0,white,Sicilian Defense
Kcw71yNA,white,Italian Game
30ILNUpa,white,Sicilian Defense
Tajej9wI,white,French Defense
atfxY2nq,black,French Defense
E2V6d6kP,black,Italian Game
Xspp18sx,white,French Defense
vMZ9mOJw,white,Italian Game
KrczuVmI,white,French Defense
fiiJXYh1,black,French Defense
MHHSBOP7,black,Sicilian Defense
w0lb70nJ,black,Sicilian Defense
VC3Xdpj1,white,Sicilian Defense
nj9lCjHE,white,French Defense
ibVptXUP,black,Sicilian Defense
1AmC7sn1,black,French Defense
Q4HzKL2C,black,Sicilian Defense
exfIiTOY,white,French Defense
IhL0sMJ7,white,Sicilian Defense
LfpIxAfj,white,Sicilian Defense
Ol1VGuUW,black,Sicilian Defense
uxYo1Us4,white,Italian Game
HZ6dI60L,white,French Defense
vWRgzGuf,black,Italian Game
35YMtZaV,black,French Defense
SMuzh97T,black,Sicilian Defense
nCCDrlh0,white,Sicilian Defense
z9DFjGqg,black,Sicilian Defense
sLnsBVxo,black,Sicilian Defense
XdT1h6uE,white,Sicilian Defense
AfsmWw2p,black,Sicilian Defense
DtosjFZu,black,French Defense
gBxOF02r,black,Sicilian Defense
octV7V23,black,Sicilian Defense
FTph7C3D,black,Sicilian Defense
xH3jfj1C,white,French Defense
IksoIaun,white,Sicilian Defense
fgjRZQCJ,white,Sicilian Defense
N3xGLnCL,white,French Defense
mgFcYRtr,black,French Defense
vkASm2XE,black,Sicilian Defense
TUhyYcIG,black,French Defense
vr8NQwZt,black,Sicilian Defense
2mkFnItM,black,Sicilian Defense
nLLl4gtH,white,Sicilian Defense
lhGP1sfv,white,Sicilian Defense
umeJKlZc,white,Italian Game
nxk2Sv0A,white,Italian Game
FGK9nAo0,black,Italian Game
c1q2ms7U,white,Italian Game
OjFVMu1H,black,Sicilian Defense
AfgQlMcr,white,Italian Game
QIrUtZaz,black,French Defense
c5j0J10c,white,Italian Game
IY1f9Sak,white,Sicilian Defense
nEbMRPZ8,white,Sicilian Defense
hxlrOVye,black,Sicilian Defense
KMsGaYbT,white,Sicilian Defense
LnfbyfU9,black,Italian Game
DP2LJNJz,white,Italian Game
8xgLRn1T,black,Italian Game
KqaJWym4,white,Italian Game
T1Sd5N0e,black,Italian Game
IEchknQE,white,Sicilian Defense
N2Qr5s0B,black,French Defense
vJwXRjd8,white,Sicilian Defense
WSsJ9ybn,black,French Defense
HZQ9bQVw,white,Sicilian Defense
53XQKcW7,white,Italian Game
RgYHosUA,black,French Defense
I6Cutd1H,white,Sicilian Defense
PRH8qjDK,black,Sicilian Defense
iRZBMYR7,white,Sicilian Defense
6XqWV8Ta,black,Sicilian Defense
rYZuwNeb,black,Sicilian Defense
tYXXz2Ox,black,French Defense
gowC6IlW,white,Sicilian Defense
F4EPmFHE,white,Sicilian Defense
7ROLxrTq,white,Sicilian Defense
2UXOqtYH,black,Sicilian Defense
3BOGYwv1,white,French Defense
OHaT4yWA,black,French Defense
HtUeXUJl,black,French Defense
RUnJpyIz,black,Sicilian Defense
yT0kRyMQ,white,Sicilian Defense
kElki0yt,black,Sicilian Defense
HIb3iTOS,black,Sicilian Defense
dkQO8hnI,black,Sicilian Defense
xeWDAq8N,black,Sicilian Defense
RaLTSxCr,black,Sicilian Defense
NntLD8pI,white,Sicilian Defense
rqW55o3M,black,Sicilian Defense
E2ODizgR,black,Sicilian Defense
jxtKbPKu,white,Sicilian Defense
m0jemvqM,black,Sicilian Defense
0oYH3bZv,black,Sicilian Defense
EUIHt4S7,black,Sicilian Defense
xUlrutCR,white,Sicilian Defense
jgOoHzON,white,Sicilian Defense
V5KUZRsx,black,Sicilian Defense
N0rxIuk0,black,Sicilian Defense
KToobl2Q,black,French Defense
e6i6lqWz,black,Sicilian Defense
z0ykCM8K,black,Sicilian Defense
76CtRpaS,black,French Defense
pLwtxXxU,black,Sicilian Defense
k7nRoQEW,white,French Defense
ThfnmMIN,black,French Defense
2Knypsbl,black,Sicilian Defense
4gKCCL07,black,Sicilian Defense
OlZTX61W,white,Sicilian Defense
upidVreQ,black,French Defense
PG11Ik0m,white,Sicilian Defense
WiwAh888,white,French Defense
ywIjpQfW,black,Sicilian Defense
0JFqrdjk,white,Sicilian Defense
9pvfXZaS,black,French Defense
4RbnN6f9,black,French Defense
WddzmgVg,black,French Defense
0yKCo27c,black,Sicilian Defense
jiivtpH6,white,French Defense
OWcyS6vt,black,Sicilian Defense
beXCZH3z,white,French Defense
TyVle1VW,white,Italian Game
RbH96ys4,black,French Defense
k224xGwE,black,Sicilian Defense
wOUimDUz,white,Sicilian Defense
MHiqGzBE,white,Sicilian Defense
glEjKgYr,white,Sicilian Defense
Q8Wyxruo,white,Sicilian Defense
tnII4nVU,black,Sicilian Defense
lLp2nIc4,black,Sicilian Defense
6BURTGVj,black,Sicilian Defense
zFL0KBbf,white,Italian Game
SNQPWouP,white,Sicilian Defense
dgFAyjvx,white,Sicilian Defense
HlV7M3eJ,black,French Defense
SRed86sw,black,Sicilian Defense
e5E8qqz5,black,Italian Game
toYQtDdj,white,Italian Game
C7DcW861,black,Sicilian Defense
ZJQFrVUx,black,French Defense
VEfLuxGU,black,French Defense
Ae9Kf6oF,white,Italian Game
gnzWTcde,black,Sicilian Defense
yVUuQHVi,black,Italian Game
jIB5KwF1,black,Italian Game
qCGBQXIQ,white,Sicilian Defense
FC822dnc,white,French Defense
zdMwH9os,white,French Defense
dWEA7AB8,black,Sicilian Defense
3FAKBL4O,white,French Defense
JEsxSdN0,black,French Defense
gLdZMElP,black,French Defense
1zR9BfHg,black,French Defense
X4ZYw4g1,black,French Defense
04B0N7Xa,black,French Defense
rOYXg3Q4,black,French Defense
KTltBUJU,white,Sicilian Defense
gb2ZtQG4,black,Sicilian Defense
5QW5hnAc,white,Italian Game
p0btVtj4,black,French Defense
M85SkFne,black,Sicilian Defense
hNKjWQD6,black,French Defense
d4xQSX1w,black,Sicilian Defense
5kmF4IZx,black,Sicilian Defense
wEMlLnb4,black,Sicilian Defense
I2nZFOZ8,black,Sicilian Defense
BFjwCF4C,black,Sicilian Defense
q3FCC8vr,black,French Defense
SMkkEcR3,black,Sicilian Defense
AtpsmLKk,black,Sicilian Defense
JmLRln7J,black,French Defense
AA9aukPK,black,Sicilian Defense
kf0aAzks,white,Sicilian Defense
ypZJ0wVa,white,French Defense
yJjwsJmm,white,French Defense
E1rWNlCw,white,Sicilian Defense
Oi8cbDZh,black,Italian Game
6ry8ntqL,white,French Defense
jT2e4Vrh,black,Sicilian Defense
qcBHw6FP,white,Italian Game
0NodlS1x,white,French Defense
5sHsjTd8,black,Italian Game
FFjDfpHq,white,French Defense
jR6WunAC,black,French Defense
4JvEqIHi,black,Sicilian Defense
ZWhR7KAf,white,Sicilian Defense
yBlGMtoq,white,French Defense
JDtzgTIh,black,Sicilian Defense
Yamx0XFI,white,Italian Game
JLiioNw0,black,Sicilian Defense
mEZ6kPsZ,white,Sicilian Defense
M6RK9cet,white,French Defense
ME4Pgou5,black,Sicilian Defense
na7JYKSm,black,Italian Game
FyqAxFVs,black,Sicilian Defense
QqfswHLn,black,Sicilian Defense
z0FEKvYu,white,Italian Game
ZXoWp4yh,white,Italian Game
CZU6NI3l,black,Sicilian Defense
seslwxeS,white,Italian Game
Y6OiHWWo,white,Italian Game
4MRUHgiy,black,Italian Game
kuUD842n,white,Sicilian Defense
guD5w6ja,black,Sicilian Defense
kr3BwKpv,black,Sicilian Defense
dhiBmU4u,black,Sicilian Defense
16g3zRMn,black,Sicilian Defense
2dzDMQAo,black,Sicilian Defense
WKcZI6rI,black,Sicilian Defense
sVAalAIe,black,Sicilian Defense
jN7S30Qz,white,Sicilian Defense
vo1wAkhf,white,Italian Game
KnkPcCyI,white,Italian Game
wmNsOkUa,black,Sicilian Defense
480QON50,black,French Defense
Hp5D7fHr,black,Italian Game
upH2jwd5,white,Sicilian Defense
I4e6YeNP,white,Sicilian Defense
RYJpHPwq,black,Italian Game
2u47s0pe,black,Sicilian Defense
XEuVpmdF,white,Italian Game
wT03Nbwu,black,French Defense
bSBLTFpo,black,French Defense
val09fvD,black,Sicilian Defense
ByDSGOWb,white,Sicilian Defense
B4Q79brn,black,French Defense
ux323MzW,white,Sicilian Defense
f97QLWw7,white,Sicilian Defense
q1EG1OqB,black,Sicilian Defense
B6TGTExW,white,Sicilian Defense
U9FokBKx,white,Sicilian Defense
drcUwBGF,white,French Defense
gAF3FlVM,white,Sicilian Defense
vF1z1RsG,white,French Defense
PcvqJI2U,white,French Defense
utif1iXA,white,French Defense
P817jqT2,black,Sicilian Defense
bcI9UDKS,white,French Defense
8VKdIsdE,white,French Defense
ZUVuvGQx,white,French Defense
unSkEjUP,white,French Defense
p9Oedwqp,white,French Defense
yFiZ7JpL,black,French Defense
46w97kSa,black,Sicilian Defense
cLPw8kPT,black,Sicilian Defense
MiQIBk76,white,French Defense
NuCOg2iT,black,Sicilian Defense
kprmKNXG,black,Sicilian Defense
1mrRw76x,white,Sicilian Defense
kJXLVRli,white,Sicilian Defense
7NlYZjQh,black,Sicilian Defense
Bj28IBDH,black,Sicilian Defense
vxGvjkDU,black,French Defense
Ed3Qd4iE,black,Sicilian Defense
bNS5TNSG,white,Sicilian Defense
cANR872D,black,Sicilian Defense
t44MS6ER,white,French Defense
Ap40le6f,black,French Defense
IMGVqSAp,black,French Defense
16ihgTNN,black,French Defense
r0KurW3d,black,French Defense
LkCrXLO7,white,French Defense
hoYN1qZw,black,French Defense
VrrG44Jg,black,French Defense
ZXduU8eq,white,French Defense
M42PyPoa,white,French Defense
wrUGowWQ,white,Sicilian Defense
tlZuMvg7,white,Sicilian Defense
JuAw8hpr,white,Sicilian Defense
kYrQeky3,white,Italian Game
nXVDNcv0,black,Sicilian Defense
mYk8sfgo,black,French Defense
MOgMOpDe,white,French Defense
VESb9awj,white,French Defense
NSklHTPJ,black,Italian Game
n2xDm4uq,black,Sicilian Defense
z8ilhy4G,white,Sicilian Defense
Wk7jfbfU,white,Sicilian Defense
RDUdF9Ne,black,Italian Game
jDBTE5oq,white,Italian Game
Rz20eEWW,white,Sicilian Defense
HaMYQPRv,white,French Defense
ShWR98gz,black,French Defense
F4vARcWZ,black,French Defense
TVqMeIID,black,French Defense
qNaMgMIU,black,French Defense
voanCJ3I,black,Sicilian Defense
cHRe3f10,black,Sicilian Defense
3hS4sf6G,black,French Defense
lnfgSpOC,white,Italian Game
nDTLBnoY,white,Italian Game
WMLLPvU1,white,Italian Game
3xJh8ERv,black,Sicilian Defense
BXghg6eH,black,Sicilian Defense
O7aY10fj,white,Sicilian Defense
vah5mfxU,white,French Defense
08myP5NO,black,Italian Game
01PkUIzB,black,Italian Game
MKlLaYyA,black,Italian Game
4lIlB1jb,white,Sicilian Defense
QqciPgkj,white,Italian Game
4yAVyZ60,black,Sicilian Defense
QWqzSr7r,white,Sicilian Defense
va5Qsh24,white,Sicilian Defense
scNb6Qna,white,Sicilian Defense
gXDDTIQ1,black,Sicilian Defense
2wW9opMp,white,French Defense
sUcD2DEG,white,French Defense
n9jq1Ub4,white,French Defense
7yEF9qGL,black,French Defense
uuIQKmWZ,black,French Defense
BDfYGZ0n,white,French Defense
k3Cpedor,black,French Defense
ebq6Oaif,black,French Defense
KSFjnahc,white,French Defense
N8LGGpZk,black,French Defense
CdFLXwEO,white,French Defense
Ol9tlxl5,black,French Defense
dzD3LjzS,black,Sicilian Defense
elspa810,black,Italian Game
x35BWQWt,white,Italian Game
DimnuuOS,white,Italian Game
C0y5JUZr,black,Sicilian Defense
oTjNulcZ,black,Italian Game
ZD45MHjR,white,Italian Game
nHlO3sTW,black,Italian Game
Wkttnkz7,white,Sicilian Defense
cnecaOaX,white,Sicilian Defense
F5rPnTG5,black,Sicilian Defense
QUir64Hw,black,Italian Game
ya5IlO7v,black,Italian Game
SfDfRJyc,black,Italian Game
qWf3sash,black,Sicilian Defense
qthuwDuT,black,Sicilian Defense
9BkBSTuq,black,Italian Game
rZOFAtv2,black,Italian Game
8189JyVo,black,French Defense
HuKzSXZn,black,Italian Game
XxkHBPg8,black,Sicilian Defense
ZjMwWVg6,black,French Defense
XupT1E8y,white,Sicilian Defense
IJWoYURf,white,Sicilian Defense
pDoxtPqR,white,Sicilian Defense
yNLwbz9R,black,Italian Game
oQ4Kc4Co,black,Italian Game
cH4Rzc3B,white,Italian Game
NZFJa3EF,black,Sicilian Defense
MMYhHm45,black,Sicilian Defense
OCjlTny0,white,Italian Game
ojSosVNy,black,Sicilian Defense
ulOGyjZE,white,Sicilian Defense
POiPFXUQ,white,Sicilian Defense
FEwTdQ9i,white,Sicilian Defense
XIoS92Yh,white,Sicilian Defense
HjUUXB88,black,Sicilian Defense
nY5RYQeJ,black,Sicilian Defense
1w0Q64jl,black,Sicilian Defense
1HDxy0bK,black,Sicilian Defense
FKRAaZ9v,white,Sicilian Defense
KIvcKtoP,white,Sicilian Defense
RuhYIXvs,black,Sicilian Defense
o9dtfMy6,black,Italian Game
K1qyfnDd,white,Italian Game
lvJcvlpo,black,Italian Game
9B7WavaZ,black,Sicilian Defense
PEPtA3I8,white,Sicilian Defense
vIs0COO3,white,Sicilian Defense
vKniYSkR,white,Sicilian Defense
dahRixi6,black,Italian Game
K12aZ7kR,white,French Defense
GOY0I4k2,black,Italian Game
56nUuspy,white,Italian Game
F2qznJLr,black,Sicilian Defense
1iRb1v1k,white,Italian Game
mp8jaXNL,black,Sicilian Defense
2yn3lJpU,black,Sicilian Defense
QtWwomdJ,white,Sicilian Defense
hMwjFppN,white,Sicilian Defense
l3QUkcCo,white,Sicilian Defense
CLQb3zOB,white,Sicilian Defense
43U0OyF0,white,Sicilian Defense
hjqWhQQw,white,Sicilian Defense
CF77TFrA,black,Sicilian Defense
ew3gh2zB,black,Italian Game
M3T7jzbv,black,Sicilian Defense
fUa4gtjN,white,Italian Game
OUpXpx4L,white,Sicilian Defense
PolCm51t,black,Italian Game
CfXO88hU,black,Italian Game
pmOSJ1dS,white,Sicilian Defense
ukB48ByK,black,Italian Game
oT2R00Er,black,Italian Game
2TH890jR,black,Italian Game
odjhcBPg,white,French Defense
tJDFGNsj,white,Sicilian Defense
lH93fNX6,white,French Defense
8EwMVT2K,white,Sicilian Defense
1kfWeKNj,white,Sicilian Defense
wEmNRL2W,black,Italian Game
WHTgxdpa,white,Sicilian Defense
ooP0qk9K,white,Sicilian Defense
di6sAYZN,white,Italian Game
pHSZDxJ4,white,Italian Game
xsgt90Cv,black,Sicilian Defense
Ix7i9R6k,black,Sicilian Defense
QaIz0Hr9,white,Sicilian Defense
Ok4j2vRz,white,Sicilian Defense
ci4lfmpm,white,Sicilian Defense
QYsM0OI8,white,Sicilian Defense
cGxEv6DP,white,French Defense
5Z6KGrFi,black,Sicilian Defense
AMLBmMQs,white,Sicilian Defense
RvQ03kYr,black,Sicilian Defense
cIP5THAR,black,Sicilian Defense
86PQ0mXa,black,Sicilian Defense
I224fuTb,black,Sicilian Defense
DNpLY94C,white,Sicilian Defense
UJVdUKTd,white,French Defense
2DOZTLqL,black,Sicilian Defense
CUOe6J0Z,black,Sicilian Defense
CQxNnGRr,black,Sicilian Defense
3PBfouYm,white,French Defense
RRjf1gDe,white,Sicilian Defense
lBOJlOt4,black,Sicilian Defense
3ETITpSv,white,Sicilian Defense
Nktk0BUI,white,Sicilian Defense
aQTwdlo7,black,Sicilian Defense
GIgJ3SIm,black,Sicilian Defense
G5uZX2RL,black,French Defense
fWJQvufg,white,Sicilian Defense
EyW472yN,black,Italian Game
67oaFvds,white,French Defense
97p0zDHJ,black,Italian Game
lcpnc5mD,white,Italian Game
dnMMBVHw,black,Sicilian Defense
JWc01uVo,black,Sicilian Defense
oc7CBFHc,black,Sicilian Defense
lagFMYPK,white,Italian Game
faJgT7uS,black,Sicilian Defense
bR7eSNEo,white,Sicilian Defense
oJEaprhr,white,Italian Game
hGwCk7sW,black,Sicilian Defense
2hBcxB5h,black,French Defense
Euox72jN,white,Sicilian Defense
HNZeUWN0,black,Sicilian Defense
1waMIFNE,black,French Defense
i4CHzPRj,black,French Defense
n8uP4P4Z,black,French Defense
mFxS2uIH,black,French Defense
Gde2BIFV,black,French Defense
rSWTF9rs,black,Sicilian Defense
LABc7BKr,white,French Defense
7ybUly8t,black,Sicilian Defense
eNbs0Oew,black,Sicilian Defense
8Bz5mbbU,black,Italian Game
HBezD4JG,white,Sicilian Defense
mKvCyQcI,black,Sicilian Defense
Rib6UKcT,white,Sicilian Defense
g5AVWcp2,black,French Defense
XfyJ4tKl,white,French Defense
9ANH8zPE,black,French Defense
A5vJqK4g,black,Sicilian Defense
hBKxwzgA,black,Sicilian Defense
4zLhWCuC,black,Sicilian Defense
upN6B2c0,white,Sicilian Defense
erD6ArRp,black,Sicilian Defense
nE4LiSn2,white,Sicilian Defense
qkJVE2Qh,black,Italian Game
ekR9eykD,black,French Defense
Bwz5Avk3,black,French Defense
TapgVQFc,black,French Defense
vCD5E7Ps,white,French Defense
1GJI8zgp,white,Italian Game
0gTDO6Av,black,Sicilian Defense
j5KY62yS,black,French Defense
h0YsGMhj,black,Italian Game
O037dETy,black,Sicilian Defense
mJ9VpdxV,white,Italian Game
soroD8w1,black,French Defense
ZlIofOna,black,French Defense
aPKviA0G,black,Sicilian Defense
lSvy8nDx,white,French Defense
HehthdTm,white,French Defense
KkuTHGO4,white,Sicilian Defense
Ggcp098y,black,French Defense
pdJ3eEa1,white,Sicilian Defense
wOlY8KQr,white,Sicilian Defense
Mg0kYdL6,black,French Defense
Yn1z7FrL,white,French Defense
G18GLvIi,white,Sicilian Defense
N9A5P66i,white,Sicilian Defense
o7W3R1T4,white,Sicilian Defense
TbAp2TC6,black,Sicilian Defense
91uXkT0d,black,Italian Game
LIbIrgz8,white,Sicilian Defense
g1wrrh3Z,black,Sicilian Defense
cxHT6TdD,white,French Defense
P30biePF,black,French Defense
3qzini9E,black,French Defense
9O53TRBS,white,French Defense
xrZnbIGD,black,Sicilian Defense
hVSNfLer,black,Italian Game
rth667hB,white,Italian Game
hxMTrlzW,white,Italian Game
Mynfr537,white,Sicilian Defense
DyXVmsGr,white,Sicilian Defense
GSeyt4C8,black,Sicilian Defense
hYGY8qb0,black,Italian Game
TMeuZWYD,black,Sicilian Defense
aFGakNvv,black,Sicilian Defense
lKcpwUA0,black,Sicilian Defense
gQ3skeq6,black,Sicilian Defense
DAFVeEoZ,white,Italian Game
wFlBkUy9,black,Sicilian Defense
JP4jImLq,black,Sicilian Defense
vUonYJYn,black,Italian Game
BvQR69NU,white,French Defense
DkQgh5HY,white,French Defense
TmYoZ2Mr,black,French Defense
pCRElg8p,black,Sicilian Defense
ZEroJxFf,black,French Defense
T7dwhqQ5,white,Italian Game
y6gGuSSY,white,Italian Game
IsrvOLZO,black,Sicilian Defense
NTjCagBR,white,Sicilian Defense
0szxiSdT,black,Sicilian Defense
felFqnzl,black,Sicilian Defense
p7GC1zEA,white,Sicilian Defense
RL7HEfVX,black,Sicilian Defense
BMh2IFcN,black,Sicilian Defense
VKToQUtg,black,Sicilian Defense
KAYHgLSs,black,Sicilian Defense
LZ5Lq6UE,black,Sicilian Defense
NFs4kper,white,Sicilian Defense
lU8jOx0M,white,Sicilian Defense
87RNbuia,white,Italian Game
SJBDnHB4,black,Italian Game
k7KxcrOQ,black,Sicilian Defense
nGxiQZIt,black,Sicilian Defense
u7EI8mxC,white,Sicilian Defense
CGG3wtXt,black,Sicilian Defense
YsUL60R2,black,Sicilian Defense
PtX6fZqe,black,Sicilian Defense
o76AcBhg,white,Sicilian Defense
1DzPZnsa,black,Sicilian Defense
ykRFZh7w,black,Sicilian Defense
CCKsOjVb,black,Sicilian Defense
JXJFJCtG,black,Sicilian Defense
3RT1kKyr,black,Sicilian Defense
G9l6osF0,black,Italian Game
zAdMiqwc,black,Sicilian Defense
RK7sT99K,black,Sicilian Defense
1cdZ4Ph7,white,Italian Game
MyNHMrQi,black,Sicilian Defense
mLY9CCtH,white,French Defense
dGvzzC9L,white,French Defense
9yk05cEY,white,Sicilian Defense
qydklv3v,white,French Defense
RL6qSCcq,white,French Defense
8aiEYF43,white,French Defense
6sYiG1AZ,white,French Defense
vCnvkZer,black,French Defense
Wk9r2bSX,black,French Defense
p61Ii6wV,white,Sicilian Defense
GAW59vme,black,French Defense
GPvhi4MM,white,French Defense
RNCvtp7r,white,French Defense
TUwmJs5p,white,French Defense
9yZftlCd,white,French Defense
hQKvnrLl,white,French Defense
AEeLgUZA,white,French Defense
0QD9C9Av,black,French Defense
O8d4BKPg,white,Sicilian Defense
KKYCfsLC,black,Sicilian Defense
h3JwL5jE,black,French Defense
Zq4NHjPT,white,French Defense
kV33ACE5,white,French Defense
avelaq89,white,Sicilian Defense
UySXY4jA,black,Sicilian Defense
vJWEsA4S,black,Sicilian Defense
3SCuBinP,white,Sicilian Defense
xEA1801v,white,Italian Game
UAuodnYK,black,Italian Game
h0uphqs2,white,Sicilian Defense
tkphzxWZ,white,Italian Game
Myygzudq,white,French Defense
NiDuiCut,black,Sicilian Defense
IyaHsNh3,black,Sicilian Defense
aKTA0hwo,black,Sicilian Defense
